pm_id,p_id,metric_name,metric_value
17565,17565,Defense / Speed,77
17565,17565,Physical / Positioning,67
17566,17566,Pace / Diving,63
17566,17566,Shooting / Handling,43
17566,17566,Passing / Kicking,54
17566,17566,Dribbling / Reflexes,58
17566,17566,Defense / Speed,78
17566,17566,Physical / Positioning,70
17567,17567,Pace / Diving,67
17567,17567,Shooting / Handling,70
17567,17567,Passing / Kicking,72
17567,17567,Dribbling / Reflexes,75
17567,17567,Defense / Speed,63
17567,17567,Physical / Positioning,62
17568,17568,Pace / Diving,77
17568,17568,Shooting / Handling,57
17568,17568,Passing / Kicking,65
17568,17568,Dribbling / Reflexes,66
17568,17568,Defense / Speed,73
17568,17568,Physical / Positioning,65
17569,17569,Pace / Diving,61
17569,17569,Shooting / Handling,55
17569,17569,Passing / Kicking,70
17569,17569,Dribbling / Reflexes,66
17569,17569,Defense / Speed,75
17569,17569,Physical / Positioning,63
17570,17570,Pace / Diving,67
17570,17570,Shooting / Handling,61
17570,17570,Passing / Kicking,69
17570,17570,Dribbling / Reflexes,74
17570,17570,Defense / Speed,70
17570,17570,Physical / Positioning,62
17571,17571,Pace / Diving,74
17571,17571,Shooting / Handling,75
17571,17571,Passing / Kicking,67
17571,17571,Dribbling / Reflexes,78
17571,17571,Defense / Speed,41
17571,17571,Physical / Positioning,73
17572,17572,Pace / Diving,80
17572,17572,Shooting / Handling,68
17572,17572,Passing / Kicking,73
17572,17572,Dribbling / Reflexes,76
17572,17572,Defense / Speed,69
17572,17572,Physical / Positioning,66
17573,17573,Pace / Diving,71
17573,17573,Shooting / Handling,69
17573,17573,Passing / Kicking,75
17573,17573,Dribbling / Reflexes,73
17573,17573,Defense / Speed,64
17573,17573,Physical / Positioning,71
17574,17574,Pace / Diving,70
17574,17574,Shooting / Handling,72
17574,17574,Passing / Kicking,69
17574,17574,Dribbling / Reflexes,76
17574,17574,Defense / Speed,41
17574,17574,Physical / Positioning,76
17575,17575,Pace / Diving,76
17575,17575,Shooting / Handling,63
17575,17575,Passing / Kicking,73
17575,17575,Dribbling / Reflexes,74
17575,17575,Defense / Speed,68
17575,17575,Physical / Positioning,62
17576,17576,Pace / Diving,70
17576,17576,Shooting / Handling,75
17576,17576,Passing / Kicking,70
17576,17576,Dribbling / Reflexes,72
17576,17576,Defense / Speed,47
17576,17576,Physical / Positioning,66
17577,17577,Pace / Diving,71
17577,17577,Shooting / Handling,72
17577,17577,Passing / Kicking,73
17577,17577,Dribbling / Reflexes,78
17577,17577,Defense / Speed,43
17577,17577,Physical / Positioning,53
17578,17578,Pace / Diving,77
17578,17578,Shooting / Handling,70
17578,17578,Passing / Kicking,75
17578,17578,Dribbling / Reflexes,77
17578,17578,Defense / Speed,41
17578,17578,Physical / Positioning,76
17579,17579,Pace / Diving,76
17579,17579,Shooting / Handling,58
17579,17579,Passing / Kicking,72
17579,17579,Dribbling / Reflexes,76
17579,17579,Defense / Speed,71
17579,17579,Physical / Positioning,56
17580,17580,Pace / Diving,62
17580,17580,Shooting / Handling,70
17580,17580,Passing / Kicking,71
17580,17580,Dribbling / Reflexes,75
17580,17580,Defense / Speed,71
17580,17580,Physical / Positioning,61
17581,17581,Pace / Diving,71
17581,17581,Shooting / Handling,71
17581,17581,Passing / Kicking,73
17581,17581,Dribbling / Reflexes,76
17581,17581,Defense / Speed,47
17581,17581,Physical / Positioning,69
17582,17582,Pace / Diving,54
17582,17582,Shooting / Handling,44
17582,17582,Passing / Kicking,59
17582,17582,Dribbling / Reflexes,63
17582,17582,Defense / Speed,77
17582,17582,Physical / Positioning,73
17583,17583,Pace / Diving,78
17583,17583,Shooting / Handling,66
17583,17583,Passing / Kicking,74
17583,17583,Dribbling / Reflexes,76
17583,17583,Defense / Speed,69
17583,17583,Physical / Positioning,65
17584,17584,Pace / Diving,70
17584,17584,Shooting / Handling,48
17584,17584,Passing / Kicking,67
17584,17584,Dribbling / Reflexes,70
17584,17584,Defense / Speed,77
17584,17584,Physical / Positioning,67
17585,17585,Pace / Diving,83
17585,17585,Shooting / Handling,74
17585,17585,Passing / Kicking,61
17585,17585,Dribbling / Reflexes,76
17585,17585,Defense / Speed,23
17585,17585,Physical / Positioning,71
17586,17586,Pace / Diving,77
17586,17586,Shooting / Handling,74
17586,17586,Passing / Kicking,74
17586,17586,Dribbling / Reflexes,73
17586,17586,Defense / Speed,35
17586,17586,Physical / Positioning,75
17587,17587,Pace / Diving,67
17587,17587,Shooting / Handling,61
17587,17587,Passing / Kicking,73
17587,17587,Dribbling / Reflexes,78
17587,17587,Defense / Speed,60
17587,17587,Physical / Positioning,65
17588,17588,Pace / Diving,76
17588,17588,Shooting / Handling,65
17588,17588,Passing / Kicking,71
17588,17588,Dribbling / Reflexes,73
17588,17588,Defense / Speed,71
17588,17588,Physical / Positioning,76
17589,17589,Pace / Diving,76
17589,17589,Shooting / Handling,71
17589,17589,Passing / Kicking,70
17589,17589,Dribbling / Reflexes,74
17589,17589,Defense / Speed,62
17589,17589,Physical / Positioning,72
17590,17590,Pace / Diving,70
17590,17590,Shooting / Handling,77
17590,17590,Passing / Kicking,57
17590,17590,Dribbling / Reflexes,68
17590,17590,Defense / Speed,35
17590,17590,Physical / Positioning,71
17591,17591,Pace / Diving,86
17591,17591,Shooting / Handling,67
17591,17591,Passing / Kicking,72
17591,17591,Dribbling / Reflexes,74
17591,17591,Defense / Speed,72
17591,17591,Physical / Positioning,73
17592,17592,Pace / Diving,67
17592,17592,Shooting / Handling,70
17592,17592,Passing / Kicking,73
17592,17592,Dribbling / Reflexes,74
17592,17592,Defense / Speed,43
17592,17592,Physical / Positioning,56
17593,17593,Pace / Diving,90
17593,17593,Shooting / Handling,50
17593,17593,Passing / Kicking,67
17593,17593,Dribbling / Reflexes,69
17593,17593,Defense / Speed,70
17593,17593,Physical / Positioning,68
17594,17594,Pace / Diving,75
17594,17594,Shooting / Handling,60
17594,17594,Passing / Kicking,72
17594,17594,Dribbling / Reflexes,73
17594,17594,Defense / Speed,75
17594,17594,Physical / Positioning,59
17595,17595,Pace / Diving,77
17595,17595,Shooting / Handling,75
17595,17595,Passing / Kicking,70
17595,17595,Dribbling / Reflexes,77
17595,17595,Defense / Speed,45
17595,17595,Physical / Positioning,75
17596,17596,Pace / Diving,76
17596,17596,Shooting / Handling,52
17596,17596,Passing / Kicking,61
17596,17596,Dribbling / Reflexes,66
17596,17596,Defense / Speed,75
17596,17596,Physical / Positioning,76
17597,17597,Pace / Diving,65
17597,17597,Shooting / Handling,40
17597,17597,Passing / Kicking,49
17597,17597,Dribbling / Reflexes,59
17597,17597,Defense / Speed,79
17597,17597,Physical / Positioning,66
17598,17598,Pace / Diving,71
17598,17598,Shooting / Handling,30
17598,17598,Passing / Kicking,54
17598,17598,Dribbling / Reflexes,58
17598,17598,Defense / Speed,78
17598,17598,Physical / Positioning,72
17599,17599,Pace / Diving,77
17599,17599,Shooting / Handling,54
17599,17599,Passing / Kicking,71
17599,17599,Dribbling / Reflexes,74
17599,17599,Defense / Speed,73
17599,17599,Physical / Positioning,69
17600,17600,Pace / Diving,73
17600,17600,Shooting / Handling,72
17600,17600,Passing / Kicking,75
17600,17600,Dribbling / Reflexes,74
17600,17600,Defense / Speed,30
17600,17600,Physical / Positioning,74
17601,17601,Pace / Diving,63
17601,17601,Shooting / Handling,65
17601,17601,Passing / Kicking,65
17601,17601,Dribbling / Reflexes,72
17601,17601,Defense / Speed,59
17601,17601,Physical / Positioning,66
17602,17602,Pace / Diving,76
17602,17602,Shooting / Handling,70
17602,17602,Passing / Kicking,72
17602,17602,Dribbling / Reflexes,74
17602,17602,Defense / Speed,67
17602,17602,Physical / Positioning,65
17603,17603,Pace / Diving,66
17603,17603,Shooting / Handling,35
17603,17603,Passing / Kicking,66
17603,17603,Dribbling / Reflexes,62
17603,17603,Defense / Speed,76
17603,17603,Physical / Positioning,75
17604,17604,Pace / Diving,53
17604,17604,Shooting / Handling,42
17604,17604,Passing / Kicking,50
17604,17604,Dribbling / Reflexes,63
17604,17604,Defense / Speed,77
17604,17604,Physical / Positioning,70
17605,17605,Pace / Diving,79
17605,17605,Shooting / Handling,34
17605,17605,Passing / Kicking,60
17605,17605,Dribbling / Reflexes,61
17605,17605,Defense / Speed,73
17605,17605,Physical / Positioning,56
17606,17606,Pace / Diving,68
17606,17606,Shooting / Handling,37
17606,17606,Passing / Kicking,64
17606,17606,Dribbling / Reflexes,63
17606,17606,Defense / Speed,77
17606,17606,Physical / Positioning,66
17607,17607,Pace / Diving,67
17607,17607,Shooting / Handling,70
17607,17607,Passing / Kicking,75
17607,17607,Dribbling / Reflexes,75
17607,17607,Defense / Speed,39
17607,17607,Physical / Positioning,70
17608,17608,Pace / Diving,69
17608,17608,Shooting / Handling,60
17608,17608,Passing / Kicking,73
17608,17608,Dribbling / Reflexes,74
17608,17608,Defense / Speed,70
17608,17608,Physical / Positioning,78
17609,17609,Pace / Diving,76
17609,17609,Shooting / Handling,53
17609,17609,Passing / Kicking,63
17609,17609,Dribbling / Reflexes,68
17609,17609,Defense / Speed,75
17609,17609,Physical / Positioning,68
17610,17610,Pace / Diving,46
17610,17610,Shooting / Handling,66
17610,17610,Passing / Kicking,68
17610,17610,Dribbling / Reflexes,69
17610,17610,Defense / Speed,72
17610,17610,Physical / Positioning,83
17611,17611,Pace / Diving,77
17611,17611,Shooting / Handling,70
17611,17611,Passing / Kicking,71
17611,17611,Dribbling / Reflexes,78
17611,17611,Defense / Speed,48
17611,17611,Physical / Positioning,74
17612,17612,Pace / Diving,69
17612,17612,Shooting / Handling,65
17612,17612,Passing / Kicking,74
17612,17612,Dribbling / Reflexes,73
17612,17612,Defense / Speed,72
17612,17612,Physical / Positioning,71
17613,17613,Pace / Diving,58
17613,17613,Shooting / Handling,55
17613,17613,Passing / Kicking,68
17613,17613,Dribbling / Reflexes,69
17613,17613,Defense / Speed,77
17613,17613,Physical / Positioning,73
17614,17614,Pace / Diving,66
17614,17614,Shooting / Handling,55
17614,17614,Passing / Kicking,65
17614,17614,Dribbling / Reflexes,68
17614,17614,Defense / Speed,75
17614,17614,Physical / Positioning,63
17615,17615,Pace / Diving,68
17615,17615,Shooting / Handling,45
17615,17615,Passing / Kicking,73
17615,17615,Dribbling / Reflexes,67
17615,17615,Defense / Speed,73
17615,17615,Physical / Positioning,68
17616,17616,Pace / Diving,71
17616,17616,Shooting / Handling,70
17616,17616,Passing / Kicking,73
17616,17616,Dribbling / Reflexes,75
17616,17616,Defense / Speed,51
17616,17616,Physical / Positioning,76
17617,17617,Pace / Diving,67
17617,17617,Shooting / Handling,45
17617,17617,Passing / Kicking,64
17617,17617,Dribbling / Reflexes,69
17617,17617,Defense / Speed,74
17617,17617,Physical / Positioning,77
17618,17618,Pace / Diving,67
17618,17618,Shooting / Handling,70
17618,17618,Passing / Kicking,71
17618,17618,Dribbling / Reflexes,75
17618,17618,Defense / Speed,67
17618,17618,Physical / Positioning,73
17619,17619,Pace / Diving,74
17619,17619,Shooting / Handling,50
17619,17619,Passing / Kicking,70
17619,17619,Dribbling / Reflexes,71
17619,17619,Defense / Speed,70
17619,17619,Physical / Positioning,66
17620,17620,Pace / Diving,77
17620,17620,Shooting / Handling,46
17620,17620,Passing / Kicking,69
17620,17620,Dribbling / Reflexes,73
17620,17620,Defense / Speed,73
17620,17620,Physical / Positioning,66
17621,17621,Pace / Diving,78
17621,17621,Shooting / Handling,70
17621,17621,Passing / Kicking,71
17621,17621,Dribbling / Reflexes,76
17621,17621,Defense / Speed,50
17621,17621,Physical / Positioning,67
17622,17622,Pace / Diving,71
17622,17622,Shooting / Handling,34
17622,17622,Passing / Kicking,58
17622,17622,Dribbling / Reflexes,63
17622,17622,Defense / Speed,76
17622,17622,Physical / Positioning,72
17623,17623,Pace / Diving,73
17623,17623,Shooting / Handling,79
17623,17623,Passing / Kicking,63
17623,17623,Dribbling / Reflexes,72
17623,17623,Defense / Speed,29
17623,17623,Physical / Positioning,61
17624,17624,Pace / Diving,73
17624,17624,Shooting / Handling,56
17624,17624,Passing / Kicking,65
17624,17624,Dribbling / Reflexes,64
17624,17624,Defense / Speed,71
17624,17624,Physical / Positioning,71
17625,17625,Pace / Diving,68
17625,17625,Shooting / Handling,64
17625,17625,Passing / Kicking,74
17625,17625,Dribbling / Reflexes,71
17625,17625,Defense / Speed,69
17625,17625,Physical / Positioning,73
17626,17626,Pace / Diving,70
17626,17626,Shooting / Handling,30
17626,17626,Passing / Kicking,50
17626,17626,Dribbling / Reflexes,62
17626,17626,Defense / Speed,74
17626,17626,Physical / Positioning,77
17627,17627,Pace / Diving,81
17627,17627,Shooting / Handling,74
17627,17627,Passing / Kicking,63
17627,17627,Dribbling / Reflexes,69
17627,17627,Defense / Speed,40
17627,17627,Physical / Positioning,63
17628,17628,Pace / Diving,67
17628,17628,Shooting / Handling,53
17628,17628,Passing / Kicking,67
17628,17628,Dribbling / Reflexes,65
17628,17628,Defense / Speed,74
17628,17628,Physical / Positioning,77
17629,17629,Pace / Diving,76
17629,17629,Shooting / Handling,70
17629,17629,Passing / Kicking,69
17629,17629,Dribbling / Reflexes,74
17629,17629,Defense / Speed,36
17629,17629,Physical / Positioning,69
17630,17630,Pace / Diving,71
17630,17630,Shooting / Handling,72
17630,17630,Passing / Kicking,80
17630,17630,Dribbling / Reflexes,78
17630,17630,Defense / Speed,43
17630,17630,Physical / Positioning,73
17631,17631,Pace / Diving,75
17631,17631,Shooting / Handling,70
17631,17631,Passing / Kicking,74
17631,17631,Dribbling / Reflexes,74
17631,17631,Defense / Speed,57
17631,17631,Physical / Positioning,73
17632,17632,Pace / Diving,77
17632,17632,Shooting / Handling,76
17632,17632,Passing / Kicking,61
17632,17632,Dribbling / Reflexes,74
17632,17632,Defense / Speed,35
17632,17632,Physical / Positioning,65
17633,17633,Pace / Diving,76
17633,17633,Shooting / Handling,73
17633,17633,Passing / Kicking,70
17633,17633,Dribbling / Reflexes,76
17633,17633,Defense / Speed,45
17633,17633,Physical / Positioning,67
17634,17634,Pace / Diving,73
17634,17634,Shooting / Handling,49
17634,17634,Passing / Kicking,66
17634,17634,Dribbling / Reflexes,67
17634,17634,Defense / Speed,72
17634,17634,Physical / Positioning,65
17635,17635,Pace / Diving,66
17635,17635,Shooting / Handling,67
17635,17635,Passing / Kicking,63
17635,17635,Dribbling / Reflexes,71
17635,17635,Defense / Speed,76
17635,17635,Physical / Positioning,77
17636,17636,Pace / Diving,78
17636,17636,Shooting / Handling,75
17636,17636,Passing / Kicking,62
17636,17636,Dribbling / Reflexes,76
17636,17636,Defense / Speed,38
17636,17636,Physical / Positioning,63
17637,17637,Pace / Diving,73
17637,17637,Shooting / Handling,64
17637,17637,Passing / Kicking,75
17637,17637,Dribbling / Reflexes,74
17637,17637,Defense / Speed,47
17637,17637,Physical / Positioning,57
17638,17638,Pace / Diving,55
17638,17638,Shooting / Handling,67
17638,17638,Passing / Kicking,71
17638,17638,Dribbling / Reflexes,75
17638,17638,Defense / Speed,70
17638,17638,Physical / Positioning,62
17639,17639,Pace / Diving,79
17639,17639,Shooting / Handling,75
17639,17639,Passing / Kicking,62
17639,17639,Dribbling / Reflexes,71
17639,17639,Defense / Speed,37
17639,17639,Physical / Positioning,67
17640,17640,Pace / Diving,40
17640,17640,Shooting / Handling,68
17640,17640,Passing / Kicking,73
17640,17640,Dribbling / Reflexes,77
17640,17640,Defense / Speed,70
17640,17640,Physical / Positioning,66
17641,17641,Pace / Diving,70
17641,17641,Shooting / Handling,46
17641,17641,Passing / Kicking,63
17641,17641,Dribbling / Reflexes,69
17641,17641,Defense / Speed,73
17641,17641,Physical / Positioning,65
17642,17642,Pace / Diving,69
17642,17642,Shooting / Handling,68
17642,17642,Passing / Kicking,73
17642,17642,Dribbling / Reflexes,75
17642,17642,Defense / Speed,65
17642,17642,Physical / Positioning,72
17643,17643,Pace / Diving,69
17643,17643,Shooting / Handling,49
17643,17643,Passing / Kicking,65
17643,17643,Dribbling / Reflexes,71
17643,17643,Defense / Speed,75
17643,17643,Physical / Positioning,79
17644,17644,Pace / Diving,68
17644,17644,Shooting / Handling,70
17644,17644,Passing / Kicking,71
17644,17644,Dribbling / Reflexes,75
17644,17644,Defense / Speed,45
17644,17644,Physical / Positioning,58
17645,17645,Pace / Diving,75
17645,17645,Shooting / Handling,75
17645,17645,Passing / Kicking,65
17645,17645,Dribbling / Reflexes,72
17645,17645,Defense / Speed,23
17645,17645,Physical / Positioning,67
17646,17646,Pace / Diving,53
17646,17646,Shooting / Handling,42
17646,17646,Passing / Kicking,57
17646,17646,Dribbling / Reflexes,58
17646,17646,Defense / Speed,76
17646,17646,Physical / Positioning,73
17647,17647,Pace / Diving,53
17647,17647,Shooting / Handling,42
17647,17647,Passing / Kicking,55
17647,17647,Dribbling / Reflexes,61
17647,17647,Defense / Speed,75
17647,17647,Physical / Positioning,73
17648,17648,Pace / Diving,49
17648,17648,Shooting / Handling,52
17648,17648,Passing / Kicking,63
17648,17648,Dribbling / Reflexes,67
17648,17648,Defense / Speed,75
17648,17648,Physical / Positioning,72
17649,17649,Pace / Diving,70
17649,17649,Shooting / Handling,68
17649,17649,Passing / Kicking,72
17649,17649,Dribbling / Reflexes,74
17649,17649,Defense / Speed,48
17649,17649,Physical / Positioning,72
17650,17650,Pace / Diving,68
17650,17650,Shooting / Handling,63
17650,17650,Passing / Kicking,72
17650,17650,Dribbling / Reflexes,72
17650,17650,Defense / Speed,65
17650,17650,Physical / Positioning,69
17651,17651,Pace / Diving,71
17651,17651,Shooting / Handling,73
17651,17651,Passing / Kicking,70
17651,17651,Dribbling / Reflexes,72
17651,17651,Defense / Speed,36
17651,17651,Physical / Positioning,71
17652,17652,Pace / Diving,72
17652,17652,Shooting / Handling,44
17652,17652,Passing / Kicking,65
17652,17652,Dribbling / Reflexes,69
17652,17652,Defense / Speed,74
17652,17652,Physical / Positioning,73
17653,17653,Pace / Diving,82
17653,17653,Shooting / Handling,53
17653,17653,Passing / Kicking,68
17653,17653,Dribbling / Reflexes,68
17653,17653,Defense / Speed,68
17653,17653,Physical / Positioning,65
17654,17654,Pace / Diving,79
17654,17654,Shooting / Handling,73
17654,17654,Passing / Kicking,59
17654,17654,Dribbling / Reflexes,68
17654,17654,Defense / Speed,35
17654,17654,Physical / Positioning,68
17655,17655,Pace / Diving,65
17655,17655,Shooting / Handling,32
17655,17655,Passing / Kicking,59
17655,17655,Dribbling / Reflexes,63
17655,17655,Defense / Speed,77
17655,17655,Physical / Positioning,65
17656,17656,Pace / Diving,66
17656,17656,Shooting / Handling,50
17656,17656,Passing / Kicking,67
17656,17656,Dribbling / Reflexes,71
17656,17656,Defense / Speed,72
17656,17656,Physical / Positioning,65
17657,17657,Pace / Diving,76
17657,17657,Shooting / Handling,59
17657,17657,Passing / Kicking,71
17657,17657,Dribbling / Reflexes,73
17657,17657,Defense / Speed,66
17657,17657,Physical / Positioning,64
17658,17658,Pace / Diving,59
17658,17658,Shooting / Handling,55
17658,17658,Passing / Kicking,68
17658,17658,Dribbling / Reflexes,64
17658,17658,Defense / Speed,75
17658,17658,Physical / Positioning,74
17659,17659,Pace / Diving,75
17659,17659,Shooting / Handling,47
17659,17659,Passing / Kicking,63
17659,17659,Dribbling / Reflexes,66
17659,17659,Defense / Speed,75
17659,17659,Physical / Positioning,68
17660,17660,Pace / Diving,48
17660,17660,Shooting / Handling,56
17660,17660,Passing / Kicking,65
17660,17660,Dribbling / Reflexes,68
17660,17660,Defense / Speed,73
17660,17660,Physical / Positioning,69
17661,17661,Pace / Diving,78
17661,17661,Shooting / Handling,61
17661,17661,Passing / Kicking,72
17661,17661,Dribbling / Reflexes,75
17661,17661,Defense / Speed,71
17661,17661,Physical / Positioning,75
17662,17662,Pace / Diving,74
17662,17662,Shooting / Handling,47
17662,17662,Passing / Kicking,66
17662,17662,Dribbling / Reflexes,72
17662,17662,Defense / Speed,71
17662,17662,Physical / Positioning,68
17663,17663,Pace / Diving,89
17663,17663,Shooting / Handling,68
17663,17663,Passing / Kicking,68
17663,17663,Dribbling / Reflexes,73
17663,17663,Defense / Speed,43
17663,17663,Physical / Positioning,72
17664,17664,Pace / Diving,75
17664,17664,Shooting / Handling,66
17664,17664,Passing / Kicking,72
17664,17664,Dribbling / Reflexes,74
17664,17664,Defense / Speed,30
17664,17664,Physical / Positioning,77
17665,17665,Pace / Diving,70
17665,17665,Shooting / Handling,71
17665,17665,Passing / Kicking,73
17665,17665,Dribbling / Reflexes,74
17665,17665,Defense / Speed,44
17665,17665,Physical / Positioning,66
17666,17666,Pace / Diving,69
17666,17666,Shooting / Handling,47
17666,17666,Passing / Kicking,67
17666,17666,Dribbling / Reflexes,63
17666,17666,Defense / Speed,73
17666,17666,Physical / Positioning,72
17667,17667,Pace / Diving,67
17667,17667,Shooting / Handling,73
17667,17667,Passing / Kicking,62
17667,17667,Dribbling / Reflexes,74
17667,17667,Defense / Speed,33
17667,17667,Physical / Positioning,64
17668,17668,Pace / Diving,68
17668,17668,Shooting / Handling,73
17668,17668,Passing / Kicking,70
17668,17668,Dribbling / Reflexes,73
17668,17668,Defense / Speed,41
17668,17668,Physical / Positioning,66
17669,17669,Pace / Diving,77
17669,17669,Shooting / Handling,69
17669,17669,Passing / Kicking,72
17669,17669,Dribbling / Reflexes,75
17669,17669,Defense / Speed,40
17669,17669,Physical / Positioning,66
17670,17670,Pace / Diving,67
17670,17670,Shooting / Handling,42
17670,17670,Passing / Kicking,63
17670,17670,Dribbling / Reflexes,62
17670,17670,Defense / Speed,75
17670,17670,Physical / Positioning,70
17671,17671,Pace / Diving,76
17671,17671,Shooting / Handling,74
17671,17671,Passing / Kicking,71
17671,17671,Dribbling / Reflexes,73
17671,17671,Defense / Speed,35
17671,17671,Physical / Positioning,64
17672,17672,Pace / Diving,71
17672,17672,Shooting / Handling,69
17672,17672,Passing / Kicking,71
17672,17672,Dribbling / Reflexes,76
17672,17672,Defense / Speed,64
17672,17672,Physical / Positioning,63
17673,17673,Pace / Diving,76
17673,17673,Shooting / Handling,71
17673,17673,Passing / Kicking,67
17673,17673,Dribbling / Reflexes,72
17673,17673,Defense / Speed,45
17673,17673,Physical / Positioning,64
17674,17674,Pace / Diving,73
17674,17674,Shooting / Handling,71
17674,17674,Passing / Kicking,74
17674,17674,Dribbling / Reflexes,74
17674,17674,Defense / Speed,37
17674,17674,Physical / Positioning,76
17675,17675,Pace / Diving,64
17675,17675,Shooting / Handling,39
17675,17675,Passing / Kicking,63
17675,17675,Dribbling / Reflexes,67
17675,17675,Defense / Speed,76
17675,17675,Physical / Positioning,66
17676,17676,Pace / Diving,74
17676,17676,Shooting / Handling,74
17676,17676,Passing / Kicking,58
17676,17676,Dribbling / Reflexes,74
17676,17676,Defense / Speed,27
17676,17676,Physical / Positioning,69
17677,17677,Pace / Diving,54
17677,17677,Shooting / Handling,42
17677,17677,Passing / Kicking,59
17677,17677,Dribbling / Reflexes,65
17677,17677,Defense / Speed,78
17677,17677,Physical / Positioning,69
17678,17678,Pace / Diving,49
17678,17678,Shooting / Handling,61
17678,17678,Passing / Kicking,65
17678,17678,Dribbling / Reflexes,65
17678,17678,Defense / Speed,77
17678,17678,Physical / Positioning,67
17679,17679,Pace / Diving,66
17679,17679,Shooting / Handling,68
17679,17679,Passing / Kicking,69
17679,17679,Dribbling / Reflexes,73
17679,17679,Defense / Speed,70
17679,17679,Physical / Positioning,63
17680,17680,Pace / Diving,68
17680,17680,Shooting / Handling,38
17680,17680,Passing / Kicking,61
17680,17680,Dribbling / Reflexes,64
17680,17680,Defense / Speed,75
17680,17680,Physical / Positioning,74
17681,17681,Pace / Diving,48
17681,17681,Shooting / Handling,49
17681,17681,Passing / Kicking,63
17681,17681,Dribbling / Reflexes,64
17681,17681,Defense / Speed,77
17681,17681,Physical / Positioning,66
17682,17682,Pace / Diving,71
17682,17682,Shooting / Handling,49
17682,17682,Passing / Kicking,61
17682,17682,Dribbling / Reflexes,63
17682,17682,Defense / Speed,74
17682,17682,Physical / Positioning,69
17683,17683,Pace / Diving,63
17683,17683,Shooting / Handling,49
17683,17683,Passing / Kicking,67
17683,17683,Dribbling / Reflexes,66
17683,17683,Defense / Speed,76
17683,17683,Physical / Positioning,63
17684,17684,Pace / Diving,70
17684,17684,Shooting / Handling,74
17684,17684,Passing / Kicking,65
17684,17684,Dribbling / Reflexes,73
17684,17684,Defense / Speed,42
17684,17684,Physical / Positioning,58
17685,17685,Pace / Diving,69
17685,17685,Shooting / Handling,48
17685,17685,Passing / Kicking,67
17685,17685,Dribbling / Reflexes,67
17685,17685,Defense / Speed,73
17685,17685,Physical / Positioning,61
17686,17686,Pace / Diving,56
17686,17686,Shooting / Handling,42
17686,17686,Passing / Kicking,59
17686,17686,Dribbling / Reflexes,68
17686,17686,Defense / Speed,78
17686,17686,Physical / Positioning,63
17687,17687,Pace / Diving,77
17687,17687,Shooting / Handling,65
17687,17687,Passing / Kicking,69
17687,17687,Dribbling / Reflexes,80
17687,17687,Defense / Speed,36
17687,17687,Physical / Positioning,75
17688,17688,Pace / Diving,72
17688,17688,Shooting / Handling,73
17688,17688,Passing / Kicking,76
17688,17688,Dribbling / Reflexes,73
17688,17688,Defense / Speed,30
17688,17688,Physical / Positioning,73
17689,17689,Pace / Diving,76
17689,17689,Shooting / Handling,34
17689,17689,Passing / Kicking,71
17689,17689,Dribbling / Reflexes,67
17689,17689,Defense / Speed,72
17689,17689,Physical / Positioning,68
17690,17690,Pace / Diving,67
17690,17690,Shooting / Handling,72
17690,17690,Passing / Kicking,71
17690,17690,Dribbling / Reflexes,73
17690,17690,Defense / Speed,65
17690,17690,Physical / Positioning,55
17691,17691,Pace / Diving,74
17691,17691,Shooting / Handling,72
17691,17691,Passing / Kicking,74
17691,17691,Dribbling / Reflexes,74
17691,17691,Defense / Speed,41
17691,17691,Physical / Positioning,57
17692,17692,Pace / Diving,78
17692,17692,Shooting / Handling,60
17692,17692,Passing / Kicking,72
17692,17692,Dribbling / Reflexes,78
17692,17692,Defense / Speed,61
17692,17692,Physical / Positioning,63
17693,17693,Pace / Diving,50
17693,17693,Shooting / Handling,26
17693,17693,Passing / Kicking,51
17693,17693,Dribbling / Reflexes,51
17693,17693,Defense / Speed,76
17693,17693,Physical / Positioning,72
17694,17694,Pace / Diving,82
17694,17694,Shooting / Handling,77
17694,17694,Passing / Kicking,71
17694,17694,Dribbling / Reflexes,77
17694,17694,Defense / Speed,32
17694,17694,Physical / Positioning,64
17695,17695,Pace / Diving,65
17695,17695,Shooting / Handling,44
17695,17695,Passing / Kicking,62
17695,17695,Dribbling / Reflexes,63
17695,17695,Defense / Speed,76
17695,17695,Physical / Positioning,71
17696,17696,Pace / Diving,75
17696,17696,Shooting / Handling,55
17696,17696,Passing / Kicking,67
17696,17696,Dribbling / Reflexes,70
17696,17696,Defense / Speed,69
17696,17696,Physical / Positioning,69
17697,17697,Pace / Diving,69
17697,17697,Shooting / Handling,52
17697,17697,Passing / Kicking,69
17697,17697,Dribbling / Reflexes,65
17697,17697,Defense / Speed,75
17697,17697,Physical / Positioning,71
17698,17698,Pace / Diving,69
17698,17698,Shooting / Handling,72
17698,17698,Passing / Kicking,68
17698,17698,Dribbling / Reflexes,71
17698,17698,Defense / Speed,41
17698,17698,Physical / Positioning,66
17699,17699,Pace / Diving,69
17699,17699,Shooting / Handling,60
17699,17699,Passing / Kicking,65
17699,17699,Dribbling / Reflexes,70
17699,17699,Defense / Speed,73
17699,17699,Physical / Positioning,64
17700,17700,Pace / Diving,79
17700,17700,Shooting / Handling,66
17700,17700,Passing / Kicking,68
17700,17700,Dribbling / Reflexes,75
17700,17700,Defense / Speed,38
17700,17700,Physical / Positioning,63
17701,17701,Pace / Diving,72
17701,17701,Shooting / Handling,74
