p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,Popularity,Base_Stats,Ingame_Stats
Kethna Louis,Montpellier,Haiti,D1 Arkema,76,LB,"LWB,LM",normal,Controlled,700.0,28.57%,3,2,H,H,86,69,67,78,72,79,"170cm | 5'7""",3,451,2074
Leonie Maier,TSG Hoffenheim,Germany,GPFBL,76,RB,"RWB,LB",normal,Controlled,450.0,12.50%,3,4,H,M,71,51,68,69,76,66,"163cm | 5'4""",2,401,1907
Ana Marcos Moral,Valencia CF,Spain,Liga F,76,ST,"CF,LW",normal,Controlled,700.0,12.50%,3,4,M,M,75,79,72,80,42,81,"169cm | 5'7""",1,429,2043
Sylwia Matysik,Leverkusen,Poland,GPFBL,76,RB,"RWB,CM",normal,Controlled,400.0,12.50%,2,3,M,H,67,57,66,63,78,72,"172cm | 5'8""",3,403,1920
Haley McCutcheon,Orlando Pride,United States,NWSL,76,RB,RWB,normal,Controlled,400.0,12.50%,3,3,M,M,62,49,70,71,75,61,"165cm | 5'5""",1,388,1856
Falone Meffometou,FC Fleury 91,Cameroon,D1 Arkema,76,RB,RWB,normal,Controlled,400.0,12.50%,3,4,H,M,64,56,67,70,77,74,"163cm | 5'4""",-1,408,1952
Jacqueline Meißner,SGS Essen,Germany,GPFBL,76,CB,RB,normal,Controlled,400.0,12.50%,2,2,M,H,68,54,69,68,78,69,"168cm | 5'6""",0,406,1948
Emily Menges,Portland Thorns,United States,NWSL,76,CB,0,normal,Controlled,400.0,12.50%,2,2,L,H,58,42,59,67,80,70,"170cm | 5'7""",0,376,1754
Maelys Mpome,Montpellier,France,D1 Arkema,76,CB,0,normal,Controlled,400.0,12.50%,2,3,M,M,74,37,64,65,76,78,"180cm | 5'11""",1,394,1778
Nadia Nadim,Rac. Louisville,Denmark,NWSL,76,CAM,ST,normal,Controlled Explosive,400.0,12.50%,3,3,M,M,78,73,69,75,46,63,"175cm | 5'9""",5,404,1913
Jessica Naz,Spurs,England,Barclays WSL,76,ST,"LM,CAM,CF",normal,Mostly Explosive,450.0,12.50%,3,4,M,H,82,74,66,82,43,66,"165cm | 5'5""",5,413,1945
Nadine Noordam,Ajax,Holland,Nederland Vrouwen Liga,76,CM,0,normal,Controlled,400.0,12.50%,3,3,M,H,69,64,68,72,54,71,"166cm | 5'5""",-2,398,1828
Patricia Ojeda Ramírez,Sporting Huelva,Spain,Liga F,76,CB,0,normal,Controlled,400.0,12.50%,2,3,M,M,64,58,60,65,79,72,"166cm | 5'5""",-11,398,1909
Selina Ostermeier,Leverkusen,Germany,GPFBL,76,CB,RB,normal,Controlled,400.0,12.50%,2,3,L,H,46,50,61,66,77,73,"177cm | 5'10""",4,373,1788
Lena Ostermeier,SGS Essen,Germany,GPFBL,76,CB,LB,normal,Controlled,400.0,12.50%,2,2,M,H,59,53,69,71,77,72,"167cm | 5'6""",3,401,1950
Victoria Pelova,Arsenal,Holland,Barclays WSL,76,CAM,"CM,LW",normal,Controlled Explosive,900.0,28.57%,4,4,H,M,76,69,72,79,35,58,"163cm | 5'4""",10,389,1884
Raquel Peña Rodríguez,UDG Tenerife,Spain,Liga F,76,LB,"LWB,LM",normal,Controlled,500.0,25.00%,3,3,M,M,66,72,76,71,76,80,"159cm | 5'3""",1,441,2149
Ria Percival,Spurs,New Zealand,Barclays WSL,76,CM,"RB,CDM",normal,Controlled,400.0,25.00%,4,3,M,M,69,70,76,76,71,60,"161cm | 5'3""",1,422,2058
María José Pérez González,UDG Tenerife,Spain,Liga F,76,LW,"LM,CAM",normal,Controlled,400.0,25.00%,4,4,H,M,66,77,77,81,51,76,"157cm | 5'2""",-3,428,2110
Nerea Pérez Machado,Villarreal CF,Spain,Liga F,76,RB,"RWB,RW",normal,Controlled,400.0,25.00%,4,3,H,H,71,60,70,71,75,71,"163cm | 5'4""",3,418,2003
Ramona Petzelberger,Spurs,Germany,Barclays WSL,76,LM,"CM,CAM,LW",normal,Controlled Explosive,450.0,10.00%,3,3,H,L,71,72,72,76,42,59,"163cm | 5'4""",1,392,1850
Anja Pfluger,SGS Essen,Germany,GPFBL,76,CM,CDM,normal,Controlled,400.0,10.00%,3,2,H,H,44,65,75,74,72,66,"162cm | 5'4""",1,396,1940
Clara Pinedo Castresana,Athletic Club,Spain,Liga F,76,CAM,"CM,CF",normal,Controlled Explosive,400.0,10.00%,3,3,M,M,81,75,75,76,64,67,"165cm | 5'5""",1,438,2037
Julie Rabanne,LOSC Lille,France,D1 Arkema,76,RM,"LM,RW",normal,Controlled,400.0,10.00%,3,4,M,H,72,73,75,75,51,69,0,-10,415,1981
Natalia Ramos Álvarez,UDG Tenerife,Spain,Liga F,76,CDM,CM,normal,Controlled,700.0,10.00%,3,3,H,H,74,70,71,70,77,81,"171cm | 5'7""",-1,443,2115
Manon Revelli,En Avant Guingamp,France,D1 Arkema,76,LB,"RB,LWB",normal,Controlled Explosive,450.0,12.50%,3,4,H,M,78,47,65,69,73,73,"166cm | 5'5""",0,405,1887
Katelyn Rowland,NC Courage,United States,NWSL,76,GK,0,normal,Controlled,400.0,12.50%,1,2,M,M,76,76,73,76,35,77,"178cm | 5'10""",0,413,786
Camila Sáez,Madrid CFF,Chile,Liga F,76,CB,LWB,normal,Controlled,500.0,25.00%,2,3,M,M,58,34,47,47,76,78,"166cm | 5'5""",5,340,1587
Olatz Santana Arnaldo,Real Sociedad,Spain,Liga F,76,GK,0,normal,Controlled,400.0,25.00%,1,2,M,M,75,72,71,77,42,80,"165cm | 5'5""",1,417,727
Nycole Raysla Silva Sobrinho,SL Benfica,Brazil,Liga Portugal Feminino,76,ST,"CF,LW",normal,Controlled,500.0,25.00%,3,2,M,M,78,77,72,77,31,66,"173cm | 5'8""",-1,401,1914
Jasmyne Spencer,Angel City FC,United States,NWSL,76,RB,RWB,normal,Controlled,700.0,25.00%,3,3,M,M,83,56,70,74,72,79,"155cm | 5'1""",-1,434,2048
Becky Spencer,Spurs,Jamaica,Barclays WSL,76,GK,0,normal,Controlled,400.0,0,1,2,M,M,76,76,67,71,43,79,"167cm | 5'6""",1,412,877
Eveliina Summanen,Spurs,Finland,Barclays WSL,76,CM,CDM,normal,Controlled,0.0,400,3,3,M,M,48,67,73,74,74,81,"172cm | 5'8""",3,417,1999
Martha Thomas,Manchester Utd,Scotland,Barclays WSL,76,ST,CF,normal,Controlled Explosive,450.0,12.50%,3,3,M,M,78,76,59,76,39,70,"170cm | 5'7""",0,398,1873
Anna Torrodà Ricart,Levante UD,Spain,Liga F,76,CDM,"CB,CM",normal,Controlled,400.0,12.50%,3,3,M,M,68,65,70,72,73,74,"163cm | 5'4""",1,422,1984
Aïssata Traoré,En Avant Guingamp,Mali,D1 Arkema,76,LM,"ST,LW",normal,Controlled Explosive,400.0,12.50%,3,3,H,M,82,73,70,76,41,75,"172cm | 5'8""",-1,417,1966
Kelsey Turnbow,San Diego Wave,United States,NWSL,76,RM,"LM,RW",normal,Controlled,450.0,12.50%,3,3,M,M,75,68,74,71,51,68,"172cm | 5'8""",8,407,1926
Danielle Turner,Aston Villa,England,Barclays WSL,76,CB,LB,normal,Controlled,400.0,12.50%,2,3,M,M,66,49,71,65,77,74,"170cm | 5'7""",1,402,1928
Justine Vanhaevermaet,Everton,Belgium,Barclays WSL,76,CM,0,normal,Controlled Lengthy,400.0,12.50%,3,4,M,M,47,70,73,72,73,80,"185cm | 6'1""",3,415,1985
Ashleigh Weerden,Ajax,Holland,Nederland Vrouwen Liga,76,LW,LM,normal,Explosive,400.0,12.50%,4,3,M,M,81,72,67,80,34,64,0,-4,398,1905
Jessica Wik,FC Rosengård,Sweden,Sverige Liga,76,RB,"RWB,LB",normal,Controlled Explosive,400.0,12.50%,3,3,M,H,76,33,66,64,72,76,"166cm | 5'5""",0,387,1847
Rachel Williams,Manchester Utd,England,Barclays WSL,76,ST,CF,normal,Controlled,450.0,12.50%,3,3,H,M,63,77,64,73,45,72,"169cm | 5'7""",-3,394,1896
Lynn Wilms,VfL Wolfsburg,Holland,GPFBL,76,RB,RWB,normal,Controlled,400.0,12.50%,2,3,H,H,74,47,71,69,73,74,"176cm | 5'9""",-1,408,1948
Juliane Wirtz,SV Werder Bremen,Germany,GPFBL,76,CM,LB,normal,Controlled,400.0,12.50%,3,3,M,H,44,68,71,71,71,72,"173cm | 5'8""",8,397,1939
Pia-Sophie Wolter,Frankfurt,Germany,GPFBL,76,ST,"RM,CF",normal,Controlled,400.0,12.50%,3,3,M,M,74,75,58,77,45,73,"167cm | 5'6""",1,402,1919
Maria Thorisdottir,Brighton,Norway,Barclays WSL,76,CB,"RB,LB",Normal,Controlled,400.0,12.50%,2,4,L,M,45,32,60,60,76,78,"171cm | 5'7""",-40,351,1614
Martha Thomas,Spurs,Scotland,Barclays WSL,76,ST,CF,non-rare,Controlled Explosive,0.0,500,3,3,M,M,78,76,59,76,39,70,"170cm | 5'7""",0,398,1873
Jill Aguilera,Chicago Red Stars,United States,NWSL,75,LB,LWB,normal,Controlled,450.0,12.50%,2,3,M,M,74,55,67,69,71,65,"170cm | 5'7""",-1,401,1905
Korbin Albert,Paris SG,United States,D1 Arkema,75,CM,0,normal,Controlled,400.0,12.50%,3,3,M,M,72,69,72,77,67,71,"172cm | 5'8""",16,428,2010
Nadjma Ali Nadjim,Havre AC,France,D1 Arkema,75,ST,CF,normal,Controlled,450.0,12.50%,3,3,M,M,89,76,56,73,37,67,"161cm | 5'3""",5,398,1859
Angelina Alonso Costantino,OL Reign,Brazil,NWSL,75,CAM,CDM,normal,Controlled Explosive,400.0,12.50%,4,4,M,M,74,68,75,78,48,65,"158cm | 5'2""",0,408,1974
Jone Amezaga Martínez,Athletic Club,Spain,Liga F,75,LM,"RM,LW",normal,Explosive,450.0,12.50%,4,4,M,M,82,76,76,73,50,56,"169cm | 5'7""",12,413,1933
Eunate Arraiza Otazu,Athletic Club,Spain,Liga F,75,LB,"LWB,LM",normal,Controlled,400.0,12.50%,3,3,H,M,72,51,69,63,74,59,"163cm | 5'4""",-1,388,1845
Rosella Ayane,Spurs,Morocco,Barclays WSL,75,ST,"RM,CAM,CF",normal,Controlled,450.0,12.50%,3,4,M,M,69,75,67,78,38,67,"180cm | 5'11""",-1,394,1934
Jill Baijings,FC Bayern München,Holland,GPFBL,75,CAM,CM,normal,Controlled,400.0,12.50%,3,4,H,M,69,73,72,76,64,64,"168cm | 5'6""",3,418,1990
Dorian Bailey,Washington Spirit,United States,NWSL,75,RB,RWB,normal,Controlled,400.0,12.50%,3,3,M,M,73,60,69,73,73,74,"158cm | 5'2""",1,422,1971
Agustina Barroso,UDG Tenerife,Argentina,Liga F,75,CB,RB,normal,Controlled,400.0,12.50%,2,3,M,M,60,34,50,52,76,76,"165cm | 5'5""",0,348,1638
Merle Barth,Atlético de Madrid,Germany,Liga F,75,CB,CM,normal,Controlled,400.0,12.50%,2,3,L,M,50,47,69,64,77,77,"166cm | 5'5""",5,384,1839
Fiamma Benítez Ianuzzi,Valencia CF,Spain,Liga F,75,CAM,CM,normal,Controlled Explosive,400.0,12.50%,4,3,M,M,77,67,72,78,51,67,"168cm | 5'6""",1,412,1920
Vilde Bøe Risa,Manchester Utd,Norway,Barclays WSL,75,CAM,CM,normal,Controlled,400.0,12.50%,3,3,M,M,64,68,69,77,43,66,"165cm | 5'5""",3,387,1863
Chiara Bouziane,SC Freiburg,Germany,GPFBL,75,RW,RM,normal,Controlled,400.0,12.50%,3,2,H,M,75,71,69,75,43,65,"168cm | 5'6""",7,398,1884
Mickaëlla Cardia,Havre AC,France,D1 Arkema,75,RM,"RW,ST",normal,Explosive,0.0,400,4,3,H,L,80,69,71,82,42,62,"160cm | 5'3""",-1,406,1949
Raiderlín Carrasco,Sporting Huelva,Venezuela,Liga F,75,LB,"CB,LWB",normal,Controlled Explosive,0.0,650,3,3,H,H,81,55,64,72,75,73,"159cm | 5'3""",1,420,1963
Estelle Cascarino,Juventus,France,Calcio A Femminile,75,CB,LB,normal,Controlled,950.0,26.67%,2,2,M,M,66,40,66,64,77,69,"161cm | 5'3""",-1,382,1779
Janice Cayman,Leicester City,Belgium,Barclays WSL,75,RB,"RWB,RM",normal,Controlled,400.0,26.67%,3,4,H,M,57,75,78,79,75,68,"167cm | 5'6""",0,432,2140
Selina Cerci,1. FC Köln,Germany,GPFBL,75,ST,CF,normal,Controlled,400.0,11.11%,4,4,H,M,76,74,71,74,53,78,"171cm | 5'7""",21,426,2055
Mariana Cerro Galán,Athletic Club,Spain,Liga F,75,CDM,CM,normal,Controlled,400.0,11.11%,2,3,M,M,70,62,66,63,73,72,"170cm | 5'7""",4,406,1918
Thais Cristina Da Silva Ferreira,UDG Tenerife,Brazil,Liga F,75,CB,0,normal,Controlled,400.0,11.11%,2,2,M,M,71,47,58,68,75,77,"165cm | 5'5""",4,396,1847
Deja Davis,Havre AC,United States,D1 Arkema,75,CB,0,normal,Controlled,400.0,11.11%,2,3,M,M,52,49,52,63,76,79,"173cm | 5'8""",1,371,1750
Léa Declercq,Dijon FCO,France,D1 Arkema,75,CDM,CM,normal,Controlled,400.0,11.11%,3,3,M,M,65,69,74,74,72,74,"168cm | 5'6""",0,428,2034
Kate Del Fava,KC Current,United States,NWSL,75,RB,"RWB,RM",normal,Controlled,400.0,11.11%,3,3,M,M,71,49,69,69,74,69,"173cm | 5'8""",5,401,1873
Hélène Fercocq,Dijon FCO,France,D1 Arkema,75,CDM,CB,normal,Controlled,400.0,11.11%,2,3,M,H,57,47,64,64,77,76,"177cm | 5'10""",-1,385,1811
Charlotte Fernandes,FC Fleury 91,France,D1 Arkema,75,RB,RWB,normal,Controlled,400.0,11.11%,2,3,M,M,62,53,68,67,73,67,"167cm | 5'6""",-2,390,1862
Mélissa Ferreira Gomes,Stade de Reims,Portugal,D1 Arkema,75,ST,CF,normal,Explosive,400.0,11.11%,3,4,M,H,79,76,70,79,43,64,"167cm | 5'6""",4,411,1994
Airine Fontaine,FC Fleury 91,France,D1 Arkema,75,LW,LM,normal,Controlled Explosive,400.0,11.11%,3,2,M,L,73,71,69,77,41,61,"168cm | 5'6""",0,392,1826
Ana Franco De La Vega,Sevilla FC,Spain,Liga F,75,LW,"LM,RW",normal,Controlled Explosive,400.0,11.11%,3,4,M,M,78,77,70,75,45,65,"171cm | 5'7""",0,410,1932
Léna Goetsch,Dijon FCO,France,D1 Arkema,75,RB,RWB,normal,Controlled Explosive,400.0,11.11%,2,3,H,M,76,46,65,65,73,69,"171cm | 5'7""",-1,394,1843
Érika González Lombídez,Levante UD,Spain,Liga F,75,CAM,RM,normal,Controlled Explosive,400.0,11.11%,3,3,M,M,78,75,71,75,48,50,"170cm | 5'7""",0,397,1841
Antonia-Johanna Halverkamps,MSV Duisburg,Germany,GPFBL,75,RM,"LM,CAM,RW",normal,Controlled,400.0,11.11%,3,4,M,L,73,67,72,71,61,69,"169cm | 5'7""",1,413,1904
Kristen Hamilton,KC Current,United States,NWSL,75,ST,CF,normal,Controlled Explosive,450.0,12.50%,3,4,M,L,78,75,66,73,42,69,"163cm | 5'4""",-1,403,1952
Lina Hausicke,SV Werder Bremen,Germany,GPFBL,75,CDM,CM,normal,Controlled,400.0,12.50%,3,2,M,H,68,66,73,71,71,68,"176cm | 5'9""",1,417,1987
Shelby Hogan,Portland Thorns,United States,NWSL,75,GK,0,normal,Controlled,400.0,12.50%,1,2,M,M,78,73,76,73,44,71,"180cm | 5'11""",0,415,792
Ceri Holland,Liverpool,Wales,Barclays WSL,75,CM,0,normal,Controlled,400.0,12.50%,3,3,H,H,78,71,71,76,67,71,"165cm | 5'5""",3,434,2039
Emma Holmgren,Levante UD,Sweden,Liga F,75,GK,0,normal,Controlled,400.0,12.50%,1,3,M,M,77,76,69,77,50,72,"171cm | 5'7""",0,421,896
Sophie Howard,Leicester City,Scotland,Barclays WSL,75,CB,RB,normal,Controlled,400.0,12.50%,2,3,M,M,54,39,60,55,76,68,"175cm | 5'9""",1,352,1709
Jordyn Huitema,OL Reign,Canada,NWSL,75,ST,CF,normal,Controlled Explosive,400.0,12.50%,4,3,M,M,79,75,66,72,40,61,"181cm | 5'11""",-638,393,1841
Tori Huster,Washington Spirit,United States,NWSL,75,RB,"RWB,CM",normal,Controlled,450.0,12.50%,3,3,M,M,72,55,66,69,74,65,"163cm | 5'4""",1,401,1911
Emmy Jézéquel,En Avant Guingamp,France,D1 Arkema,75,CB,0,normal,Controlled,400.0,12.50%,2,3,H,M,69,44,60,66,76,75,"162cm | 5'4""",0,390,1796
Celia Jiménez Delgado,Orlando Pride,Spain,NWSL,75,RB,RWB,normal,Controlled,500.0,9.09%,3,3,H,M,67,47,66,68,76,79,"168cm | 5'6""",4,403,1878
Johanna Kaneryd,Chelsea,Sweden,Barclays WSL,75,RW,"RM,CM",normal,Controlled Explosive,400.0,9.09%,3,3,M,M,82,69,69,79,48,64,"163cm | 5'4""",7,411,1899
Franziska Kett,FC Bayern München,Germany,GPFBL,75,LM,LW,normal,Controlled,400.0,9.09%,3,4,M,M,72,68,72,75,51,63,"171cm | 5'7""",8,401,1872
Thembi Kgatlana,Rac. Louisville,South Africa,NWSL,75,LW,LM,normal,Mostly Explosive,0.0,400,4,3,H,M,87,74,68,76,41,65,"156cm | 5'1""",0,411,1960
Virginia Kirchberger,Frankfurt,Austria,GPFBL,75,CB,0,normal,Controlled Explosive,650.0,0,2,3,M,M,75,48,65,68,75,74,"176cm | 5'9""",4,405,1907
Eva Kouache,Havre AC,France,D1 Arkema,75,RB,RWB,normal,Controlled Explosive,0.0,400,2,3,H,M,79,49,63,67,70,61,"163cm | 5'4""",0,389,1804
Tereza Kožárová,Slavia Praha,Czech Republic,Ceska Liga Žen,75,ST,CF,normal,Controlled,0.0,400,3,3,M,M,67,75,58,69,28,70,"177cm | 5'10""",-1,367,1749
Emma Kullberg,Brighton,Sweden,Barclays WSL,75,CB,"RB,LB",normal,Controlled,0.0,400,2,4,M,M,71,37,65,65,77,67,"170cm | 5'7""",3,382,1786
Kaleigh Kurtz,NC Courage,United States,NWSL,75,CB,0,normal,Controlled,400.0,0,2,3,M,H,63,43,54,58,78,70,"171cm | 5'7""",1,366,1709
Emilia Larsson,FC Rosengård,Sweden,Sverige Liga,75,LM,"RM,LW",normal,Controlled,0.0,400,3,3,M,M,67,70,72,75,63,62,"163cm | 5'4""",1,409,1921
Hayley Lauder,Glasgow City FC,Scotland,Scottish Women's League,75,LB,"LWB,LM",normal,Controlled,0.0,400,3,3,H,M,77,57,65,66,73,65,"170cm | 5'7""",0,403,1847
Jade Le Guilly,Paris SG,France,D1 Arkema,75,RB,"RWB,LB",normal,Controlled,0.0,400,2,3,H,M,61,55,70,66,75,63,"171cm | 5'7""",1,390,1855
Margaux Le Mouël,Paris FC,France,D1 Arkema,75,CDM,CM,normal,Controlled,0.0,400,3,3,M,M,67,61,69,74,70,62,"168cm | 5'6""",1,403,1896
Justine Lerond,Bordeaux,France,D1 Arkema,75,GK,0,normal,Controlled,400.0,0,1,2,M,M,74,75,67,78,41,73,"169cm | 5'7""",1,408,795
Silvia Lloris Nicolás,Levante UD,Spain,Liga F,75,CM,CB,normal,Controlled Explosive,0.0,400,3,2,M,M,80,68,73,76,69,66,"168cm | 5'6""",3,432,2030
Nina Lührßen,SV Werder Bremen,Germany,GPFBL,75,LM,"LB,LW",normal,Controlled,0.0,450,3,4,H,M,71,69,75,73,64,71,"165cm | 5'5""",9,423,2020
Olivie Lukášová,Slavia Praha,Czech Republic,Ceska Liga Žen,75,GK,0,normal,Controlled Lengthy,400.0,0,1,3,M,M,70,72,69,76,41,76,"181cm | 5'11""",1,404,850
Tyler Lussi,NC Courage,United States,NWSL,75,RM,RW,normal,Controlled Explosive,450.0,12.50%,3,3,H,M,76,63,73,74,68,62,"168cm | 5'6""",2,416,1991
Ramona Maier,SGS Essen,Germany,GPFBL,75,ST,CF,normal,Controlled Explosive,450.0,12.50%,3,3,H,M,70,75,70,72,47,66,"166cm | 5'5""",2,400,1963
Cecilia Marcos Nabal,Real Sociedad,Spain,Liga F,75,RW,RM,normal,Controlled Explosive,400.0,12.50%,3,3,M,M,71,72,73,78,43,53,"165cm | 5'5""",1,390,1839
Cassie Miller,KC Current,United States,NWSL,75,GK,0,normal,Controlled,400.0,12.50%,1,2,M,M,77,70,75,77,41,76,"180cm | 5'11""",0,416,807
Lauren Milliet,Rac. Louisville,United States,NWSL,75,RB,"RWB,CDM",normal,Controlled Explosive,400.0,12.50%,3,4,H,M,76,58,72,76,71,56,"155cm | 5'1""",2,409,1963
Narumi Miura,NC Courage,Japan,NWSL,75,CDM,CM,normal,Controlled,400.0,12.50%,3,3,H,M,62,70,71,75,71,61,"156cm | 5'1""",5,410,1968
Paige Monaghan,Rac. Louisville,United States,NWSL,75,LW,"LM,CAM",normal,Controlled Explosive,450.0,12.50%,3,3,M,M,71,71,73,76,47,69,"168cm | 5'6""",1,407,1944
Megan Montefusco,Orlando Pride,United States,NWSL,75,CB,0,normal,Controlled,400.0,12.50%,2,3,M,M,54,44,59,63,77,73,"173cm | 5'8""",0,370,1755
Linda Motlhalo,Glasgow City FC,South Africa,Scottish Women's League,75,CM,CDM,normal,Mostly Explosive,400.0,12.50%,4,3,H,M,78,66,74,76,69,65,"162cm | 5'4""",1,428,2026
Meaghan Nally,Portland Thorns,United States,NWSL,75,CB,RB,normal,Controlled Explosive,450.0,12.50%,2,3,M,M,70,48,67,70,77,67,"170cm | 5'7""",0,399,1875
Eva María Navarro García,Atlético de Madrid,Spain,Liga F,75,RW,"RM,LW",normal,Controlled Explosive,400.0,12.50%,4,5,M,M,83,74,61,76,23,71,"161cm | 5'3""",4,388,1807
Carly Nelson,Orlando Pride,United States,NWSL,75,GK,0,normal,Controlled,400.0,12.50%,1,2,M,M,77,74,74,73,35,75,"168cm | 5'6""",0,408,656
Andreia Norton,SL Benfica,Portugal,Liga Portugal Feminino,75,CM,CAM,normal,Controlled Explosive,400.0,12.50%,4,3,M,M,67,61,73,78,60,65,"162cm | 5'4""",5,404,1951
Rosa Otermín Abella,Sevilla FC,Spain,Liga F,75,LB,LWB,normal,Controlled Explosive,400.0,12.50%,3,4,M,M,76,65,71,73,71,76,"167cm | 5'6""",2,432,2026
Jacqueline Owusu,Real Sociedad,Ghana,Liga F,75,CM,0,normal,Controlled,400.0,12.50%,3,3,H,M,76,71,70,74,62,72,"163cm | 5'4""",4,425,1948
Martina Piemonte,Everton,Italy,Barclays WSL,75,ST,CF,normal,Controlled,450.0,12.50%,3,3,H,L,70,77,57,68,35,71,"178cm | 5'10""",7,378,1773
Brianna Pinto,NC Courage,United States,NWSL,75,CDM,CM,normal,Controlled Explosive,0.0,650,3,4,M,H,86,67,72,74,72,73,"163cm | 5'4""",10,444,2070
Seraina Piubel,FC Zürich,Switzerland,Schweizer Damen Liga,75,CAM,ST,normal,Controlled,0.0,400,3,3,H,M,67,70,73,74,43,56,"168cm | 5'6""",5,383,1762
Madison Pogarch,San Diego Wave,United States,NWSL,75,LB,"RB,LWB",normal,Controlled Explosive,700.0,7.69%,3,3,M,M,90,50,67,69,70,68,"166cm | 5'5""",2,414,1900
Nuria Rábano Blanco,VfL Wolfsburg,Spain,GPFBL,75,LB,LWB,normal,Controlled Explosive,450.0,12.50%,3,3,H,M,75,60,72,73,75,59,"165cm | 5'5""",-3,414,1980
Noelia Ramos Álvarez,UDG Tenerife,Spain,Liga F,75,GK,0,normal,Controlled,400.0,12.50%,1,2,M,M,77,75,70,77,45,75,"168cm | 5'6""",0,419,809
Kerlly Real,Valencia CF,Ecuador,Liga F,75,RB,RWB,normal,Controlled,400.0,12.50%,2,3,M,M,76,52,61,66,75,76,"164cm | 5'5""",1,406,1884
Megan Reid,Angel City FC,United States,NWSL,75,CB,0,normal,Controlled,400.0,12.50%,2,2,M,H,65,40,49,59,79,66,"173cm | 5'8""",0,358,1658
Diana Catarina Ribeiro Gomes,Sevilla FC,Portugal,Liga F,75,CB,0,normal,Controlled,400.0,12.50%,2,3,M,M,71,30,54,58,78,72,"167cm | 5'6""",-37,363,1661
Lucía Maria Rodríguez Herrero,Sevilla FC,Spain,Liga F,75,RB,"RWB,LB",normal,Controlled Explosive,450.0,12.50%,3,3,H,M,77,54,71,74,73,69,"164cm | 5'5""",-33,418,1968
Lourdes Romero,FC Zürich,Germany,Schweizer Damen Liga,75,GK,0,normal,Controlled,400.0,12.50%,1,3,M,M,73,72,75,74,30,74,"173cm | 5'8""",-32,398,714
Quinty Sabajo,Ajax,Holland,Nederland Vrouwen Liga,75,CM,0,normal,Controlled,400.0,12.50%,3,3,H,H,63,65,65,72,59,66,"165cm | 5'5""",-41,390,1781
Veatriki Sarri,Brighton,Greece,Barclays WSL,75,LM,"CM,ST,LW",normal,Controlled Explosive,450.0,10.00%,3,4,M,M,76,70,72,74,67,65,"167cm | 5'6""",-19,424,1976
Bibiane Schulze Solano,Athletic Club,Spain,Liga F,75,CB,0,normal,Controlled,400.0,10.00%,2,3,M,M,66,35,66,62,76,75,"174cm | 5'9""",-15,380,1783
Kayla Sharples,Chicago Red Stars,United States,NWSL,75,CB,0,normal,Controlled,450.0,12.50%,2,2,M,M,53,42,50,63,77,70,"178cm | 5'10""",-26,355,1676
Kirsty Smith,West Ham,Scotland,Barclays WSL,75,LB,"RB,LWB",normal,Controlled Explosive,450.0,12.50%,3,3,M,M,79,34,60,61,73,56,"164cm | 5'5""",-31,363,1718
Alice Sombath,OL,France,D1 Arkema,75,CB,RB,normal,Controlled,400.0,12.50%,2,3,M,M,68,37,64,63,77,66,"167cm | 5'6""",-49,375,1761
Nicoline Sørensen,Everton,Denmark,Barclays WSL,75,RW,"RM,CAM,ST",normal,Controlled,400.0,12.50%,3,3,M,L,67,70,75,75,39,70,"179cm | 5'10""",-16,396,1902
Bianca St-Georges,Chicago Red Stars,Canada,NWSL,75,RM,"RWB,RW",normal,Controlled,400.0,12.50%,3,3,L,M,69,60,73,74,70,78,"165cm | 5'5""",-29,424,1984
Judith Steinert,SC Freiburg,Germany,GPFBL,75,LB,"LWB,LW",normal,Controlled Explosive,400.0,11.11%,2,2,M,H,76,53,63,68,75,68,"164cm | 5'5""",-31,403,1846
Abbey-Leigh Stringer,West Ham,England,Barclays WSL,75,CDM,CM,normal,Mostly Lengthy,400.0,11.11%,3,3,M,M,46,66,68,69,72,83,"183cm | 6'0""",-36,404,1893
Esther Sullastres Ayuso,Sevilla FC,Spain,Liga F,75,GK,0,normal,Controlled,700.0,7.69%,1,3,M,M,77,70,71,78,48,74,"173cm | 5'8""",-25,418,848
Virginia Torrecilla Reyes,Villarreal CF,Spain,Liga F,75,CDM,CM,normal,Controlled,400.0,7.69%,3,3,M,M,69,65,74,73,72,71,"174cm | 5'9""",-45,424,2006
Michelle Ulbrich,SV Werder Bremen,Germany,GPFBL,75,CB,0,normal,Controlled,450.0,12.50%,2,3,M,H,58,55,68,69,77,73,"175cm | 5'9""",-39,400,1916
Olivia Van der Jagt,OL Reign,United States,NWSL,75,CDM,0,normal,Controlled,400.0,12.50%,3,3,M,M,66,55,65,68,75,63,"173cm | 5'8""",-63,392,1813
Katrine Veje,Everton,Denmark,Barclays WSL,75,LB,"CB,LWB",normal,Controlled,450.0,12.50%,2,3,H,M,68,45,73,67,73,68,"174cm | 5'9""",-42,394,1878
Aline Villares Reis,UDG Tenerife,Brazil,Liga F,75,GK,0,normal,Controlled,800.0,6.67%,1,3,M,M,71,70,73,75,51,76,"162cm | 5'4""",-76,416,858
