p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height
Oscar Hedvall,FC Midtjylland,Denmark,3F Superliga,62,GK,0,normal,Controlled,1,3,M,M,66,60,63,64,31,60,"195cm | 6'5"""
Aune Selland Heggebø,SK Brann,Norway,Eliteserien,62,ST,CF,normal,Controlled,2,3,M,L,67,61,47,62,23,61,"182cm | 6'0"""
Melker Heier,IK Sirius,Sweden,Allsvenskan,62,CM,"CAM,LW",normal,Controlled Explosive,3,3,H,L,72,61,58,65,52,62,"181cm | 5'11"""
Ewan Henderson,Hibernian,Scotland,cinch Prem,62,CAM,CM,normal,Controlled,3,3,M,L,58,57,64,62,47,51,"186cm | 6'1"""
Yul Heo,GwangJu FC,Korea Republic,K League 1,62,ST,CF,normal,Lengthy,2,3,H,M,78,59,38,55,26,74,"193cm | 6'4"""
Jorge Herrando Oroz,CA Osasuna,Spain,LALIGA EA SPORTS,62,CB,0,normal,Controlled,2,3,L,M,55,29,42,43,63,60,"192cm | 6'4"""
Jose Herrera,Argentinos Jrs.,Argentina,Libertadores,62,RM,RW,normal,Controlled Explosive,3,4,M,M,69,60,58,62,22,53,"172cm | 5'8"""
Luca Herrmann,Dynamo Dresden,Germany,3. Liga,62,CM,CAM,normal,Controlled Explosive,3,3,M,M,66,52,68,63,49,63,"176cm | 5'9"""
Charles-Jesaja Herrmann,SV Waldhof,Germany,3. Liga,62,ST,CF,normal,Controlled Lengthy,2,4,M,L,67,62,49,55,31,65,"190cm | 6'3"""
Felix Higl,SSV Ulm 1846,Germany,3. Liga,62,ST,CF,normal,Controlled Lengthy,2,3,M,M,64,59,56,58,27,71,"194cm | 6'4"""
Benjamin Hjertstrand,Halmstads BK,Sweden,Allsvenskan,62,LB,"CB,LWB",normal,Controlled,2,3,M,M,66,33,51,51,59,64,"180cm | 5'11"""
Kadir Hodžić,BK Häcken,Sweden,Allsvenskan,62,LB,LWB,normal,Controlled,2,3,H,M,64,34,55,60,58,60,"179cm | 5'10"""
Harrison Holgate,Fleetwood Town,England,EFL League One,62,CB,0,normal,Mostly Lengthy,2,2,M,M,61,25,39,48,62,69,"186cm | 6'1"""
Jake Hollman,Macarthur FC,Australia,A-League,62,CM,"CDM,CAM",normal,Controlled Explosive,3,3,M,M,71,54,58,66,57,59,"176cm | 5'9"""
Gavan Holohan,Grimsby Town,Republic of Ireland,EFL League Two,62,CM,0,normal,Controlled Explosive,3,3,H,H,70,58,59,63,54,64,"180cm | 5'11"""
Tomáš Holý,Carlisle United,Czech Republic,EFL League One,62,GK,0,normal,Controlled,1,3,M,M,64,58,60,63,37,61,"206cm | 6'9"""
Si Hoo Hong,Incheon United,Korea Republic,K League 1,62,RW,"RM,ST",normal,Mostly Explosive,3,3,H,M,82,58,56,64,29,59,"175cm | 5'9"""
Seok-ju Hong,Viktoria Köln,Korea Republic,3. Liga,62,ST,CF,normal,Controlled,2,3,M,M,67,58,48,65,23,62,"187cm | 6'2"""
Nikolai Hopland,Aalesunds FK,Norway,Eliteserien,62,CB,0,normal,Controlled Lengthy,2,3,M,M,65,41,50,54,61,67,"186cm | 6'1"""
Eric Hottmann,Jahn Regensburg,Germany,3. Liga,62,ST,"RM,CF",normal,Controlled Lengthy,2,3,M,M,64,59,53,60,26,70,"187cm | 6'2"""
Andréas Hountondji,Rodez AF,France,Ligue 2 BKT,62,RM,"LM,RW",normal,Controlled,3,3,M,M,71,58,54,63,19,58,"175cm | 5'9"""
Kimmo Hovi,VfB Lübeck,Finland,3. Liga,62,ST,CF,normal,Controlled Lengthy,2,2,M,M,66,60,52,59,25,68,"185cm | 6'1"""
Ruibao Hu,Rongcheng FC,China PR,CSL,62,CB,LWB,normal,Controlled Lengthy,2,2,L,M,71,30,47,55,61,67,"185cm | 6'1"""
Charlie Hughes,Wigan Athletic,England,EFL League One,62,CB,0,normal,Controlled Lengthy,2,3,M,M,61,28,48,50,63,63,"185cm | 6'1"""
Denver Hume,Portsmouth,England,EFL League One,62,LB,LWB,normal,Mostly Explosive,2,3,H,M,82,37,52,62,55,59,"177cm | 5'10"""
Ashley Hunter,MK Dons,England,EFL League Two,62,LW,LM,normal,Mostly Explosive,3,3,H,H,78,56,58,63,47,50,"178cm | 5'10"""
Erik Hurtado,D.C. United,United States,MLS,62,ST,CF,normal,Controlled,2,2,H,M,79,62,51,60,33,66,"176cm | 5'9"""
Isaac Hutchinson,Walsall,England,EFL League Two,62,CAM,CM,normal,Controlled,3,3,H,M,73,60,60,63,54,69,"185cm | 6'1"""
Jae Hwan Hwang,Ulsan Hyundai,Korea Republic,K League 1,62,CAM,LM,normal,Controlled Explosive,4,3,H,M,71,52,57,66,33,41,"170cm | 5'7"""
Ellis Iandolo,Colchester,England,EFL League Two,62,LWB,"LB,CM",normal,Controlled,2,3,H,M,72,53,59,60,55,73,"186cm | 6'1"""
Jibril Ibrahimi,FCU 1948,Nigeria,SUPERLIGA,62,ST,CF,normal,Controlled Lengthy,3,3,M,M,66,61,44,60,24,64,"184cm | 6'0"""
Melih Ibrahimoglu,Heracles Almelo,Turkey,Eredivisie,62,CM,CDM,normal,Controlled Explosive,3,2,M,M,70,51,59,68,45,55,"175cm | 5'9"""
Zeno Ibsen Rossi,Cambridge Utd,England,EFL League One,62,CB,RB,normal,Lengthy,2,4,M,H,63,31,46,41,61,74,"194cm | 6'4"""
Dejan Iliev,HJK Helsinki,North Macedonia,Finnliiga,62,GK,0,normal,Controlled Lengthy,1,3,M,M,64,59,60,64,44,60,"195cm | 6'5"""
Burak Ince,Śląsk Wrocław,Turkey,PKO BP Ekstraklasa,62,CAM,0,normal,Controlled Explosive,3,3,M,M,75,50,54,69,30,51,"181cm | 5'11"""
Garissone Innocent,KAS Eupen,Haiti,1A Pro League,62,GK,0,normal,Controlled,1,3,M,M,62,59,61,64,30,61,"192cm | 6'4"""
Nestory Irankunda,Adelaide United,Australia,A-League,62,RM,RW,normal,Mostly Explosive,3,3,H,L,89,66,55,64,29,63,"174cm | 5'9"""
Clint Irwin,Minnesota United,United States,MLS,62,GK,0,normal,Controlled Lengthy,1,1,M,M,62,62,63,62,46,62,"191cm | 6'3"""
Ryotaro Ito,STVV,Japan,1A Pro League,62,CF,"CAM,ST",normal,Mostly Explosive,3,2,M,M,81,52,54,66,40,64,"174cm | 5'9"""
Joey Jacobs,Almere City FC,Holland,Eredivisie,62,CB,RB,normal,Controlled Lengthy,2,3,M,H,58,33,44,42,62,65,"183cm | 6'0"""
Thomás Jaguaribe Bedinelli,GwangJu FC,Brazil,K League 1,62,ST,"LM,CF",normal,Controlled Explosive,3,3,H,M,73,62,60,68,27,48,"179cm | 5'10"""
Dean James,Go Ahead Eagles,Holland,Eredivisie,62,LB,LWB,normal,Controlled Explosive,3,3,M,H,75,29,50,56,60,59,"177cm | 5'10"""
Jordan James,Birmingham City,Wales,EFL Championship,62,CAM,CM,normal,Controlled,3,3,M,M,64,52,59,65,60,57,"178cm | 5'10"""
Ho Ik Jang,Suwon Samsung,Korea Republic,K League 1,62,RB,"RWB,CB",normal,Controlled Explosive,2,3,M,H,79,48,52,61,54,70,"173cm | 5'8"""
Alexandre Jankewitz,FC Winterthur,Switzerland,CSSL,62,CM,CDM,normal,Controlled Lengthy,2,3,M,M,68,57,61,66,48,70,"185cm | 6'1"""
Lenn Jastremski,SSV Ulm 1846,Germany,3. Liga,62,ST,CF,normal,Mostly Lengthy,2,4,M,L,59,63,41,57,19,64,"190cm | 6'3"""
Se Jin Jeon,Suwon Samsung,Korea Republic,K League 1,62,LW,"LM,RW,ST",normal,Mostly Explosive,3,4,H,L,83,56,53,64,33,53,"181cm | 5'11"""
Min Ki Jeong,Jeonbuk Hyundai,Korea Republic,K League 1,62,GK,0,normal,Controlled,1,2,M,M,65,58,54,70,20,59,"190cm | 6'3"""
Carlos Jiménez,Blooming,Bolivia,Sudamericana,62,GK,0,normal,Controlled,1,2,M,M,64,59,58,64,28,59,"180cm | 5'11"""
Alexander Johansson,Mjällby AIF,Sweden,Allsvenskan,62,ST,"CF,LW",normal,Controlled,2,2,M,M,71,59,57,63,50,68,"189cm | 6'2"""
Herman Johansson,Mjällby AIF,Sweden,Allsvenskan,62,RWB,"RB,RM",normal,Mostly Lengthy,2,3,H,M,67,54,58,63,52,71,"190cm | 6'3"""
Louis John,Sutton United,England,EFL League Two,62,CB,0,normal,Lengthy,2,2,L,M,60,32,42,46,61,75,"188cm | 6'2"""
Federico Jourdan,Central Córdoba,Argentina,LPF,62,CM,0,normal,Controlled,2,3,M,M,58,57,58,63,57,70,"175cm | 5'9"""
Dong Yun Jeong,Incheon United,Korea Republic,K League 1,62,RWB,"RB,LWB",normal,Controlled,3,4,M,H,70,41,56,56,55,66,"175cm | 5'9"""
Matthew Jurman,Macarthur FC,Australia,A-League,62,CB,0,normal,Controlled Lengthy,2,2,M,M,38,40,52,46,60,78,"190cm | 6'3"""
Mads Kaalund,Hvidovre IF,Denmark,3F Superliga,62,CM,0,normal,Controlled,3,3,M,M,57,56,59,63,52,64,"183cm | 6'0"""
Magnus Kaastrup,Lyngby BK,Denmark,3F Superliga,62,CAM,"CM,LW",normal,Controlled Explosive,3,4,H,M,75,55,60,65,29,57,"176cm | 5'9"""
Paul Kalambayi,AFC Wimbledon,England,EFL League Two,62,CB,0,normal,Mostly Lengthy,2,2,M,M,64,26,41,45,61,74,"183cm | 6'0"""
Abdoulaye Kamara,Borussia Dortmund,Guinea,Bundesliga,62,CM,CDM,normal,Controlled,3,3,M,M,67,43,59,67,58,65,"183cm | 6'0"""
Majed Kanabah,Al Shabab,Saudi Arabia,ROSHN Saudi League,62,CM,CDM,normal,Controlled,2,4,M,M,60,47,61,64,54,63,"170cm | 5'7"""
Yoon Seong Kang,Daejeon Citizen,Korea Republic,K League 1,62,RB,"RWB,CM",normal,Controlled,2,5,H,M,63,47,58,57,57,61,"172cm | 5'8"""
Ayi Silva Kangani,FK Austria Wien,Israel,Ö. Bundesliga,62,RM,"RW,ST",normal,Controlled,3,2,M,M,77,61,54,64,28,66,"188cm | 6'2"""
Benjamin Kanuric,FC Ingolstadt 04,Austria,3. Liga,62,CM,CDM,normal,Controlled Lengthy,2,3,H,H,57,52,59,63,56,69,"191cm | 6'3"""
Andreas Karamanolis,Apoel FC,Cyprus,Liga Cyprus,62,CB,0,normal,Controlled Lengthy,2,2,M,M,62,41,56,45,61,67,"183cm | 6'0"""
Malte Karbstein,SV Waldhof,Germany,3. Liga,62,CB,0,normal,Mostly Lengthy,2,3,M,M,65,36,42,47,62,70,"190cm | 6'3"""
Daniel Karlsbakk,sc Heerenveen,Norway,Eredivisie,62,ST,"RM,CF",normal,Controlled,2,3,H,L,75,57,50,62,27,66,"186cm | 6'1"""
Niklas Kastenhofer,VfB Lübeck,Germany,3. Liga,62,CB,0,normal,Controlled Lengthy,2,3,M,M,67,28,43,51,62,63,"185cm | 6'1"""
Gökcan Kaya,Pendikspor,Turkey,Trendyol Süper Lig,62,CAM,0,normal,Controlled,3,3,M,M,67,56,57,66,40,49,"180cm | 5'11"""
Bryang Kayo,FC Ingolstadt 04,United States,3. Liga,62,CM,CAM,normal,Controlled Lengthy,2,3,M,M,67,50,59,65,57,65,"185cm | 6'1"""
Joshua Kayode,Rotherham Utd,Republic of Ireland,EFL Championship,62,ST,"CF,RW",normal,Lengthy,2,3,H,M,73,60,52,60,23,67,"191cm | 6'3"""
Conor Kearns,Shelbourne,Republic of Ireland,SSE Airtricity PD,62,GK,0,normal,Controlled,1,1,M,M,64,59,61,65,30,63,"188cm | 6'2"""
Liam Kelly,Crawley Town,Republic of Ireland,EFL League Two,62,CM,CDM,normal,Controlled Explosive,3,2,M,M,71,58,62,65,56,46,"163cm | 5'4"""
Cammy Kerr,Dundee FC,Scotland,cinch Prem,62,RB,RWB,normal,Controlled,2,3,M,H,70,29,51,57,58,70,"175cm | 5'9"""
Topi Keskinen,HJK Helsinki,Finland,Finnliiga,62,LW,"RM,LM,RW",normal,Controlled Explosive,3,4,H,M,74,57,57,65,35,53,"180cm | 5'11"""
Saidou Khan,Swindon Town,Gambia,EFL League Two,62,CDM,CM,normal,Controlled Lengthy,2,2,M,H,63,52,56,61,56,73,"188cm | 6'2"""
Kristoffer Khazeni,IFK Norrköping,Sweden,Allsvenskan,62,CM,LW,normal,Controlled,2,3,M,M,76,58,63,66,45,64,"185cm | 6'1"""
Ji Soo Kim,Brentford,Korea Republic,Premier League,62,CB,0,normal,Controlled Lengthy,2,4,M,H,51,24,43,34,62,69,"192cm | 6'4"""
Jun Ho Kim,Pohang Steelers,Korea Republic,K League 1,62,CDM,CM,normal,Controlled,2,3,M,M,63,46,57,56,58,58,"182cm | 6'0"""
Han Gil Kim,GwangJu FC,Korea Republic,K League 1,62,LM,"LWB,RM,LW",normal,Controlled Explosive,3,3,H,M,78,53,49,63,29,67,"177cm | 5'10"""
Ju Chan Kim,Suwon Samsung,Korea Republic,K League 1,62,RW,RM,normal,Controlled Explosive,3,3,H,M,74,58,48,65,24,49,"174cm | 5'9"""
Liam Kinsella,Swindon Town,Republic of Ireland,EFL League Two,62,CM,0,normal,Controlled Explosive,2,3,M,H,72,51,58,63,62,77,"175cm | 5'9"""
Florian Kirschke,VfB Lübeck,Germany,3. Liga,62,GK,0,normal,Controlled,1,3,M,M,63,60,61,65,35,60,"187cm | 6'2"""
Colin Kleine-Bekel,Holstein Kiel,Germany,Bundesliga 2,62,CB,0,normal,Controlled Lengthy,2,3,M,M,62,28,42,39,62,69,"191cm | 6'3"""
Niklas Klinger,VfL Wolfsburg,Germany,Bundesliga,62,GK,0,normal,Controlled,1,3,M,M,59,60,63,64,33,60,"187cm | 6'2"""
Tobias Koch,Blau-Weiss Linz,Austria,Ö. Bundesliga,62,CM,CDM,normal,Controlled,3,3,M,M,66,52,59,62,57,70,"180cm | 5'11"""
Kevin Komar,Puszcza,Poland,PKO BP Ekstraklasa,62,GK,0,normal,Controlled,1,2,M,M,66,58,59,62,28,64,"193cm | 6'4"""
Vegard Kongsro,HamKam Fotball,Norway,Eliteserien,62,LWB,LB,normal,Controlled,2,2,M,M,75,41,53,59,55,62,"187cm | 6'2"""
Yoan Koré,Paris FC,France,Ligue 2 BKT,62,RB,"RWB,CB",normal,Controlled,2,3,M,M,61,36,54,56,63,61,"187cm | 6'2"""
Iker Kortajarena,SD Huesca,Spain,LALIGA HYPERMOTION,62,CAM,CM,normal,Controlled,3,3,M,H,61,56,64,63,45,52,"179cm | 5'10"""
Živko Kostadinović,FC Zürich,Switzerland,CSSL,62,GK,0,normal,Controlled,1,2,M,M,62,58,58,65,21,63,"196cm | 6'5"""
Elijah Krahn,Hamburger SV,Germany,Bundesliga 2,62,CDM,CM,normal,Controlled,2,3,M,M,58,39,58,62,59,59,"184cm | 6'0"""
Anton Kralj,Hammarby IF,Sweden,Allsvenskan,62,LB,"LWB,LM",normal,Controlled Explosive,3,2,H,L,71,34,51,65,56,47,"164cm | 5'5"""
Ivan Kricak,Mjällby AIF,Serbia,Allsvenskan,62,CB,0,normal,Controlled Lengthy,2,3,M,H,55,26,43,47,62,69,"182cm | 6'0"""
Oscar Krusnell,FK Haugesund,Sweden,Eliteserien,62,LB,LWB,normal,Controlled,2,3,M,H,78,37,53,58,56,60,"183cm | 6'0"""
Noah Kruth,1. FC Magdeburg,Germany,Bundesliga 2,62,GK,0,normal,Controlled,1,2,M,M,65,64,64,63,27,63,"186cm | 6'1"""
Garang Kuol,FC Volendam,Australia,Eredivisie,62,RW,RM,normal,Mostly Explosive,3,4,H,M,84,56,55,63,25,39,"175cm | 5'9"""
Kaan Kurt,1860 München,Germany,3. Liga,62,RB,RWB,normal,Controlled Explosive,2,3,M,M,70,45,57,65,59,51,"174cm | 5'9"""
Han Jin Kweon,Incheon United,Korea Republic,K League 1,62,CB,0,normal,Controlled Lengthy,2,2,M,M,44,39,47,50,63,64,"187cm | 6'2"""
Omar Labrador,Est. de Mérida,Venezuela,Sudamericana,62,LB,LWB,normal,Controlled,2,2,H,M,65,32,47,54,59,45,"170cm | 5'7"""
Ross Laidlaw,Ross County,Scotland,cinch Prem,62,GK,0,normal,Controlled,1,2,M,M,62,61,60,62,25,63,"201cm | 6'7"""
Thor Lange,Stabæk Fotball,Denmark,Eliteserien,62,LWB,LB,normal,Mostly Lengthy,2,2,H,M,70,48,53,57,56,72,"183cm | 6'0"""
Jack Lankester,Cambridge Utd,England,EFL League One,62,CAM,"RM,CM",normal,Controlled Explosive,3,3,H,L,75,58,60,63,43,58,"177cm | 5'10"""
Michael Lansing,Aalesunds FK,United States,Eliteserien,62,GK,0,normal,Controlled,1,3,M,M,62,62,61,60,38,61,"193cm | 6'4"""
Lucas Laso Gutiérrez,R. Oviedo,Spain,LALIGA HYPERMOTION,62,CB,0,normal,Controlled Lengthy,2,3,M,M,61,32,49,57,62,65,"188cm | 6'2"""
Marcel Lavinier,Forest Green,England,EFL League Two,62,LB,"RB,LWB",normal,Mostly Explosive,2,4,M,M,80,39,51,59,56,66,"180cm | 5'11"""
Darragh Leahy,Dundalk,Republic of Ireland,SSE Airtricity PD,62,LB,"CB,LWB",normal,Controlled,2,3,M,H,63,50,57,58,58,66,"177cm | 5'10"""
Noé Lebreton,SM Caen,France,Ligue 2 BKT,62,CDM,CM,normal,Controlled,2,3,M,M,66,55,60,58,62,58,"180cm | 5'11"""
Jun Lee,GwangJu FC,Korea Republic,K League 1,62,GK,0,normal,Controlled,1,2,M,M,65,57,63,66,26,61,"188cm | 6'2"""
Eu Ddeum Lee,GwangJu FC,Korea Republic,K League 1,62,LB,LWB,normal,Controlled,2,3,M,H,69,52,59,60,56,68,"177cm | 5'10"""
Sang Ki Lee,GwangJu FC,Korea Republic,K League 1,62,RB,RWB,normal,Controlled,2,3,M,H,78,57,57,61,52,74,"179cm | 5'10"""
Seung Mo Lee,FC Seoul,Korea Republic,K League 1,62,CDM,ST,normal,Mostly Lengthy,3,3,M,M,70,57,56,63,56,76,"186cm | 6'1"""
Granit Lekaj,FC Winterthur,Kosovo,CSSL,62,CB,0,normal,Controlled,2,3,L,M,35,37,46,48,63,73,"186cm | 6'1"""
Alfie Lewis,Dundalk,England,SSE Airtricity PD,62,CDM,CM,normal,Controlled,3,3,M,M,61,57,61,65,57,61,"176cm | 5'9"""
Fedde Leysen,R. Union St.-G.,Belgium,1A Pro League,62,CB,LB,normal,Controlled Lengthy,2,3,M,M,56,38,49,49,61,68,"191cm | 6'3"""
Tixiang Li,Zhejiang Pro,China PR,CSL,62,CDM,"CM,LM",normal,Controlled Lengthy,2,3,M,M,68,51,53,57,58,71,"183cm | 6'0"""
Daniel Lino,The Strongest,Bolivia,Libertadores,62,LB,"LWB,CM",normal,Controlled,2,3,M,M,65,49,60,61,54,61,"176cm | 5'9"""
Elliott List,Stevenage,England,EFL League One,62,ST,CF,normal,Explosive,3,3,H,M,92,61,51,64,28,56,"174cm | 5'9"""
Armani Little,AFC Wimbledon,England,EFL League Two,62,CM,CDM,normal,Controlled Explosive,3,4,H,M,78,61,62,66,51,56,"175cm | 5'9"""
Arian Llugiqi,FC Ingolstadt 04,Germany,3. Liga,62,LM,"LWB,LW",normal,Controlled Lengthy,3,3,M,M,68,58,55,62,35,65,"187cm | 6'2"""
Thimothée Lo-Tutala,Hull City,France,EFL Championship,62,GK,0,normal,Controlled,1,2,M,M,63,60,62,67,21,59,"186cm | 6'1"""
Pablo López,Peñarol,Uruguay,Sudamericana,62,CB,0,normal,Controlled Lengthy,2,2,M,M,52,32,39,38,65,65,"182cm | 6'0"""
Ariel López,SC Oțelul Galați,Uruguay,SUPERLIGA,62,CDM,CB,normal,Controlled,2,2,M,M,49,48,54,54,62,65,"183cm | 6'0"""
Lucas Fabrizio Lopez,Barracas Central,Argentina,LPF,62,RM,RW,normal,Controlled,3,3,M,M,68,50,59,61,59,56,"179cm | 5'10"""
Jean Louchet,Valenciennes FC,France,Ligue 2 BKT,62,GK,0,normal,Controlled,1,2,M,M,62,64,63,61,21,65,"192cm | 6'4"""
Donald Love,Morecambe,Scotland,EFL League Two,62,RWB,RB,normal,Controlled,2,3,H,H,69,35,55,59,57,67,"178cm | 5'10"""
Peng Lü,Dalian Pro,China PR,CSL,62,CDM,CM,normal,Controlled,2,4,M,H,58,42,53,59,62,72,"182cm | 6'0"""
Haidong Lü,Wuhan 3 Towns,China PR,CSL,62,LWB,"LB,LM",normal,Controlled,2,3,H,M,65,47,56,55,59,63,"180cm | 5'11"""
Daniel Lucero,Arsenal,Argentina,LPF,62,ST,"CF,RW",normal,Controlled,2,3,H,M,66,62,50,63,23,62,"173cm | 5'8"""
Andreas Ludwig,SSV Ulm 1846,Germany,3. Liga,62,CM,CAM,normal,Controlled Explosive,3,3,M,M,67,60,62,64,56,66,"172cm | 5'8"""
Santiago Luján,Huracán,Argentina,Sudamericana,62,RM,RW,normal,Controlled,3,2,H,L,63,57,59,65,36,57,"179cm | 5'10"""
Matty Lund,Salford City,Northern Ireland,EFL League Two,62,CM,0,normal,Controlled Lengthy,2,3,H,M,51,59,60,61,61,72,"183cm | 6'0"""
Yannis M'Bemba,FC Nantes,France,Ligue 1 Uber Eats,62,CB,CDM,normal,Controlled Lengthy,2,2,M,M,53,31,47,41,61,63,"195cm | 6'5"""
Calum MacDonald,Mansfield Town,Scotland,EFL League Two,62,LWB,LB,normal,Controlled Explosive,2,2,H,H,72,34,52,57,58,63,"180cm | 5'11"""
Daniel MacKay,Livingston,Scotland,cinch Prem,62,LM,"RM,LW",normal,Explosive,3,4,M,M,83,53,55,63,30,51,"174cm | 5'9"""
Lukas MacNaughton,Nashville SC,Canada,MLS,62,CB,0,normal,Controlled Lengthy,2,2,M,H,60,31,39,50,62,69,"188cm | 6'2"""
Cammy MacPherson,St. Johnstone,Scotland,cinch Prem,62,CM,0,normal,Controlled Explosive,2,3,M,M,70,57,61,63,58,69,"173cm | 5'8"""
Jacob Maddox,Forest Green,England,EFL League Two,62,CM,0,normal,Controlled Explosive,3,3,H,M,71,55,61,66,54,58,"179cm | 5'10"""
Eros Maddy,AJ Auxerre,Holland,Ligue 2 BKT,62,RM,"RW,ST",normal,Mostly Explosive,3,3,M,L,86,55,52,66,26,48,"177cm | 5'10"""
Tyler Magloire,Northampton,England,EFL League One,62,CB,RB,normal,Mostly Lengthy,2,2,L,M,89,27,38,49,60,71,"185cm | 6'1"""
Abdallahi Mahmoud,D. Alavés,Mauritania,LALIGA EA SPORTS,62,CM,"CB,CDM",normal,Controlled Lengthy,2,3,M,H,59,51,53,60,61,68,"187cm | 6'2"""
John Mahon,Sligo Rovers,Republic of Ireland,SSE Airtricity PD,62,CB,0,normal,Controlled Lengthy,2,3,L,M,58,33,45,50,60,75,"186cm | 6'1"""
Philipp Maier,SSV Ulm 1846,Germany,3. Liga,62,CDM,"CB,CM",normal,Controlled Lengthy,2,5,M,H,61,56,56,59,60,71,"190cm | 6'3"""
Kobbie Mainoo,Manchester Utd,England,Premier League,62,CDM,"CM,CAM",normal,Controlled Explosive,3,2,H,H,74,55,57,66,58,67,"175cm | 5'9"""
Jordan Majchrzak,Puszcza,Poland,PKO BP Ekstraklasa,62,ST,CF,normal,Controlled,2,3,M,M,56,61,47,60,25,54,"189cm | 6'2"""
Ali Majrashi,Al Ahli,Saudi Arabia,ROSHN Saudi League,62,RB,RWB,normal,Controlled Explosive,2,3,H,H,81,45,51,62,55,73,"172cm | 5'8"""
Karim Mammar,Degerfors IF,Sweden,Allsvenskan,62,CB,LWB,normal,Controlled Lengthy,2,4,M,M,77,48,50,55,60,70,"184cm | 6'0"""
Aaron Manu,Rot-Weiss Essen,Germany,3. Liga,62,CB,0,normal,Lengthy,2,2,M,M,60,32,38,42,61,72,"194cm | 6'4"""
Gor Manvelyan,FC Nantes,France,Ligue 1 Uber Eats,62,CAM,0,normal,Controlled Explosive,3,4,M,L,70,59,60,68,33,34,"180cm | 5'11"""
Julián Marchioni,Politehnica Iași,Argentina,SUPERLIGA,62,CM,CDM,normal,Controlled Lengthy,2,3,M,L,53,58,59,61,55,68,"183cm | 6'0"""
Miguel Marí Sánchez,CD Eldense,Spain,LALIGA HYPERMOTION,62,CM,0,normal,Controlled,3,3,M,L,60,51,64,64,50,50,"185cm | 6'1"""
Gustavo Marins Silva,Farul Constanța,Brazil,SUPERLIGA,62,CB,0,normal,Controlled Lengthy,2,3,M,M,67,36,48,52,60,69,"184cm | 6'0"""
Nathangelo Markelo,Fortuna Sittard,Curaçao,Eredivisie,62,RB,RWB,normal,Controlled,2,2,M,M,60,43,54,60,60,68,"182cm | 6'0"""
Ivaylo Markov,UTA Arad,Bulgaria,SUPERLIGA,62,CB,LB,normal,Lengthy,2,2,M,M,55,31,42,51,62,70,"190cm | 6'3"""
John Marquis,Bristol Rovers,England,EFL League One,62,ST,CF,normal,Controlled Lengthy,2,4,H,L,53,63,50,58,39,80,"185cm | 6'1"""
Luís Mario Martínez,Tacuary,Paraguay,Sudamericana,62,CB,0,normal,Mostly Lengthy,2,3,L,H,61,28,31,40,63,73,"187cm | 6'2"""
Francisco Martinicorena,Danubio,Uruguay,Sudamericana,62,ST,CF,normal,Controlled,2,3,M,M,63,61,56,60,30,62,"186cm | 6'1"""
Gavin Massey,Port Vale,England,EFL League One,62,ST,"RWB,CF",normal,Controlled Explosive,3,3,M,M,79,59,60,65,50,65,"177cm | 5'10"""
Tawanda Maswanhise,Leicester City,Zimbabwe,EFL Championship,62,ST,"CF,LW",normal,Mostly Explosive,2,3,H,M,84,63,57,63,29,47,"175cm | 5'9"""
Max Mata,Shrewsbury,New Zealand,EFL League One,62,ST,CF,normal,Controlled Lengthy,2,3,H,M,72,61,48,58,24,72,"186cm | 6'1"""
Jamille Matt,Walsall,Jamaica,EFL League Two,62,ST,CF,normal,Controlled Lengthy,2,3,H,L,48,63,51,55,26,82,"194cm | 6'4"""
Jannik Mause,FC Ingolstadt 04,Germany,3. Liga,62,ST,CF,normal,Controlled Lengthy,2,3,M,H,75,61,52,58,45,68,"188cm | 6'2"""
Christian Mawissa Elebi,Toulouse FC,France,Ligue 1 Uber Eats,62,CB,"RB,LB",normal,Controlled,2,3,M,M,57,29,45,46,63,63,"185cm | 6'1"""
Luke Mbete,Manchester City,England,Premier League,62,CB,0,normal,Controlled Lengthy,2,3,M,H,70,32,48,58,59,71,"185cm | 6'1"""
Alfie McCalmont,Carlisle United,Northern Ireland,EFL League One,62,CM,0,normal,Controlled,2,3,M,M,66,58,59,66,56,62,"175cm | 5'9"""
Luke McCormick,Bristol Rovers,England,EFL League One,62,CM,CAM,normal,Controlled Explosive,3,4,M,M,73,56,62,64,54,66,"180cm | 5'11"""
Luke McGee,Tranmere Rovers,England,EFL League Two,62,GK,0,normal,Controlled,1,3,M,M,63,61,62,63,37,61,"193cm | 6'4"""
Jordan McGhee,Dundee FC,Scotland,cinch Prem,62,CDM,"CB,CM",normal,Controlled Lengthy,2,3,M,H,54,53,55,58,62,70,"185cm | 6'1"""
Nathan McGinley,Motherwell,England,cinch Prem,62,LWB,LB,normal,Controlled Lengthy,2,3,M,M,65,33,50,53,60,67,"191cm | 6'3"""
Edward McGinty,Oxford United,Republic of Ireland,EFL League One,62,GK,0,normal,Controlled,1,2,M,M,63,60,58,64,51,61,"194cm | 6'4"""
Robbie McKenzie,Gillingham,England,EFL League Two,62,RB,"RWB,LB",normal,Controlled Lengthy,2,2,H,H,67,47,54,54,60,72,"184cm | 6'0"""
